Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
09/24/2013 09:00,US,1012),,S&P/CS Composite-20 YoY,Jul,--,--,--,--,45.3704,SPCS20Y% Index
09/24/2013 09:00,US,1013),,S&P/CaseShiller Home Price Ind,Jul,--,--,--,--,53.7037,SPCS20 Index
09/24/2013 09:00,US,1014),,House Price Index MoM,Jul,--,--,--,--,65.7407,HPIMMOM% Index
09/24/2013 10:00,US,1015),,Richmond Fed Manufact. Index,Sep,--,--,--,--,67.5926,RCHSINDX Index
09/24/2013 10:00,US,1016),,Consumer Confidence,Sep,--,--,--,--,95.3704,CONCCONF Index
09/25/2013 07:00,US,1017),,MBA Mortgage Applications,20-Sep,--,--,--,--,93.75,MBAVCHNG Index
09/25/2013 08:30,US,1018),,Durable Goods Orders,Aug,--,--,--,--,90.7407,DGNOCHNG Index
09/25/2013 08:30,US,1019),,Durables Ex Transportation,Aug,--,--,--,--,72.5926,DGNOXTCH Index
09/25/2013 08:30,US,1020),,Cap Goods Orders Nondef Ex Air,Aug,--,--,--,--,52.7778,CGNOXAI% Index
09/25/2013 08:30,US,1021),,Cap Goods Ship Nondef Ex Air,Aug,--,--,--,--,49.0741,CGSHXAI% Index
09/25/2013 10:00,US,1022),,New Home Sales MoM,Aug,--,--,--,--,47.2222,NHSLCHNG Index
09/25/2013 10:00,US,1023),,New Home Sales,Aug,--,--,--,--,89.8148,NHSLTOT Index
09/26/2013 08:30,US,1024),,GDP QoQ (Annualized),2Q T,--,--,--,--,96.2963,GDP CQOQ Index
09/26/2013 08:30,US,1025),,GDP Price Index,2Q T,--,--,--,--,77.037,GDP PIQQ Index
09/26/2013 08:30,US,1026),,Core PCE QoQ,2Q T,--,--,--,--,67.4074,GDPCPCEC Index
09/26/2013 08:30,US,1027),,Personal Consumption,2Q T,--,--,--,--,67.4074,GDPCTOT% Index
09/26/2013 08:30,US,1028),,Initial Jobless Claims,21-Sep,--,--,--,--,99.0741,INJCJC Index
09/26/2013 08:30,US,1029),,Continuing Claims,14-Sep,--,--,--,--,69.3519,INJCSP Index
09/26/2013 09:45,US,1030),,Bloomberg Consumer Comfort,22-Sep,--,--,--,--,61.1111,COMFCOMF Index
09/26/2013 10:00,US,1031),,Pending Home Sales MoM,Aug,--,--,--,--,73.1481,USPHTMOM Index
09/26/2013 10:00,US,1032),,Pending Home Sales YoY,Aug,--,--,--,--,20.3704,USPHTYOY Index
09/26/2013 11:00,US,1033),,Kansas City Fed Manf. Activity,Sep,--,--,--,--,7.40741,KCLSSACI Index
09/27/2013 08:30,US,1034),,Personal Income,Aug,--,--,--,--,83.3333,PITLCHNG Index
09/27/2013 08:30,US,1035),,Personal Spending,Aug,--,--,--,--,83.3333,PCE CRCH Index
09/27/2013 08:30,US,1036),,PCE Deflator (MoM),Aug,--,--,--,--,3.7037,PCE DEFM Index
09/27/2013 08:30,US,1037),,PCE Deflator (YoY),Aug,--,--,--,--,32.4074,PCE DEFY Index
09/27/2013 08:30,US,1038),,PCE Core (MoM),Aug,--,--,--,--,58.3333,PCE CMOM Index
09/27/2013 08:30,US,1039),,PCE Core (YoY),Aug,--,--,--,--,34.2593,PCE CYOY Index
09/27/2013 09:55,US,1040),,U. of Michigan Confidence,Sep,--,--,--,--,92.5926,CONSSENT Index
09/30/2013 09:00,US,1041),,NAPM-Milwaukee,Sep,--,--,--,--,25.9259,MAPMINDX Index
09/30/2013 09:45,US,1042),,Chicago Purchasing Manager,Sep,--,--,--,--,77.7778,CHPMINDX Index
09/30/2013 10:30,US,1043),,Dallas Fed Manf. Activity,Sep,--,--,--,--,62.037,DFEDGBA Index
10/01/2013 08:58,US,1044),,Markit US PMI Final,Sep,--,--,--,--,0.925926,ECONMUSF Index
10/01/2013 10:00,US,1045),,Construction Spending MoM,Aug,--,--,--,--,78.7037,CNSTTMOM Index
10/01/2013 10:00,US,1046),,ISM Manufacturing,Sep,--,--,--,--,94.4444,NAPMPMI Index
10/01/2013 10:00,US,1047),,ISM Prices Paid,Sep,--,--,--,--,68.5185,NAPMPRIC Index
10/01/2013 17:00,US,1048),,Domestic Vehicle Sales,Sep,--,--,--,--,31.4815,SAARDTOT Index
10/01/2013 17:00,US,1049),,Total Vehicle Sales,Sep,--,--,--,--,38.8889,SAARTOTL Index
10/02/2013 07:00,US,1050),,MBA Mortgage Applications,27-Sep,--,--,--,--,93.75,MBAVCHNG Index
10/02/2013 08:15,US,1051),,ADP Employment Change,Sep,--,--,--,--,76.8519,ADP CHNG Index
10/02/2013 09:45,US,1052),,ISM New York,Sep,--,--,--,--,6.48148,NYPMCURR Index
10/03/2013 07:30,US,1053),,Challenger Job Cuts YoY,Sep,--,--,--,--,29.6296,CHALYOY% Index
10/03/2013 08:00,US,1054),,RBC Consumer Outlook Index,Oct,--,--,--,--,9.25926,ICSHNATL Index
10/03/2013 08:30,US,1055),,Initial Jobless Claims,28-Sep,--,--,--,--,99.0741,INJCJC Index
10/03/2013 08:30,US,1056),,Continuing Claims,21-Sep,--,--,--,--,69.3519,INJCSP Index
10/03/2013 09:45,US,1057),,Bloomberg Consumer Comfort,29-Sep,--,--,--,--,61.1111,COMFCOMF Index
10/03/2013 10:00,US,1058),,Factory Orders,Aug,--,--,--,--,82.4074,TMNOCHNG Index
10/03/2013 10:00,US,1059),,ISM Non-Manf. Composite,Sep,--,--,--,--,70.3704,NAPMNMI Index
10/04/2013 08:30,US,1060),,Change in Nonfarm Payrolls,Sep,--,--,--,--,98.1481,NFP TCH Index
10/04/2013 08:30,US,1061),,Change in Private Payrolls,Sep,--,--,--,--,18.5185,NFP PCH Index
10/04/2013 08:30,US,1062),,Change in Manufact. Payrolls,Sep,--,--,--,--,68.7037,USMMMNCH Index
10/04/2013 08:30,US,1063),,Unemployment Rate,Sep,--,--,--,--,88.3333,USURTOT Index
10/04/2013 08:30,US,1064),,Avg Hourly Earning MOM All Emp,Sep,--,--,--,--,14.8148,AHE MOM% Index
10/04/2013 08:30,US,1065),,Avg Hourly Earning YOY All Emp,Sep,--,--,--,--,13.8889,AHE YOY% Index
10/04/2013 08:30,US,1066),,Avg Weekly Hours All Employees,Sep,--,--,--,--,12.963,AWH TOTL Index
10/04/2013 08:30,US,1067),,Change in Household Employment,Sep,--,--,--,--,10.1852,USEMNCHG Index
10/04/2013 08:30,US,1068),,Underemployment Rate (U6),Sep,--,--,--,--,8.33333,USUDMAER Index
10/07/2013 15:00,US,1069),,Consumer Credit,Aug,--,--,--,--,37.037,CICRTOT Index
10/08/2013 07:30,US,1070),,NFIB Small Business Optimism,Sep,--,--,--,--,56.4815,SBOITOTL Index
10/08/2013 08:30,US,1071),,Trade Balance,Aug,--,--,--,--,81.4815,USTBTOT Index
10/08/2013 10:00,US,1072),,IBD/TIPP Economic Optimism,Oct,--,--,--,--,4.62963,ECONUSIB Index
10/08/2013 10:00,US,1073),,JOLTs Job Openings,Aug,--,--,--,--,11.1111,JOLTTOTL Index
10/09/2013 07:00,US,1074),,MBA Mortgage Applications,4-Oct,--,--,--,--,93.75,MBAVCHNG Index
10/09/2013 10:00,US,1075),,Wholesale Inventories,Aug,--,--,--,--,79.6296,MWINCHNG Index
10/10/2013 08:30,US,1076),,Import Price Index (MoM),Sep,--,--,--,--,75.9259,IMP1CHNG Index
10/10/2013 08:30,US,1077),,Import Price Index (YoY),Sep,--,--,--,--,27.7778,IMP1YOY% Index
10/10/2013 08:30,US,1078),,Initial Jobless Claims,5-Oct,--,--,--,--,99.0741,INJCJC Index
10/10/2013 08:30,US,1079),,Continuing Claims,28-Sep,--,--,--,--,69.3519,INJCSP Index
10/10/2013 09:45,US,1080),,Bloomberg Consumer Comfort,6-Oct,--,--,--,--,61.1111,COMFCOMF Index
10-16 OCT,US,1081),,Monthly Budget Statement,Sep,--,--,--,--,74.0741,FDDSSD Index
10/11/2013 08:30,US,1082),,Advance Retail Sales,Sep,--,--,--,--,88.8889,RSTAMOM Index
10/11/2013 08:30,US,1083),,Retail Sales Less Autos,Sep,--,--,--,--,62.2222,RSTAXMOM Index
10/11/2013 08:30,US,1084),,Retail Sales Ex Auto & Gas,Sep,--,--,--,--,58.3333,RSTAXAG% Index
10/11/2013 08:30,US,1085),,"Retail Sales ""Control Group""",Sep,--,--,--,--,5.55556,RSTAXAGM Index
10/11/2013 08:30,US,1086),,Producer Price Index (MoM),Sep,--,--,--,--,85.1852,PPI CHNG Index
10/11/2013 08:30,US,1087),,PPI Ex Food & Energy (MoM),Sep,--,--,--,--,68.1481,PXFECHNG Index
10/11/2013 08:30,US,1088),,Producer Price Index (YoY),Sep,--,--,--,--,66.6667,PPI YOY Index
10/11/2013 08:30,US,1089),,PPI Ex Food & Energy (YoY),Sep,--,--,--,--,64.8148,PPI XYOY Index
10/11/2013 09:55,US,1090),,U. of Michigan Confidence,Oct,--,--,--,--,92.5926,CONSSENT Index
10/11/2013 10:00,US,1091),,Business Inventories,Aug,--,--,--,--,35.1852,MTIBCHNG Index
10/15/2013 08:30,US,1092),,Empire Manufacturing,Oct,--,--,--,--,80.5556,EMPRGBCI Index
10/16/2013 07:00,US,1093),,MBA Mortgage Applications,11-Oct,--,--,--,--,93.75,MBAVCHNG Index
10/16/2013 08:30,US,1094),,Consumer Price Index (MoM),Sep,--,--,--,--,93.5185,CPI CHNG Index
10/16/2013 08:30,US,1095),,CPI Ex Food & Energy (YoY),Sep,--,--,--,--,43.5185,CPI XYOY Index
10/16/2013 08:30,US,1096),,Consumer Price Index (YoY),Sep,--,--,--,--,55.5556,CPI YOY Index
10/16/2013 08:30,US,1097),,CPI Core Index SA,Sep,--,--,--,--,30.5556,CPUPAXFE Index
10/16/2013 08:30,US,1098),,CPI Ex Food & Energy (MoM),Sep,--,--,--,--,74.8148,CPUPXCHG Index
10/16/2013 08:30,US,1099),,Consumer Price Index NSA,Sep,--,--,--,--,26.8519,CPURNSA Index
10/16/2013 09:00,US,1100),,Total Net TIC Flows,Aug,--,--,--,--,63.8889,FRNTTNET Index
10/16/2013 09:00,US,1101),,Net Long-term TIC Flows,Aug,--,--,--,--,72.2222,FRNTTOTL Index
10/16/2013 10:00,US,1102),,NAHB Housing Market Index,Oct,--,--,--,--,37.963,USHBMIDX Index
10/16/2013 14:00,US,1103),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
10/17/2013 08:30,US,1104),,Building Permits MOM%,Sep,--,--,--,--,15.7407,NHCHATCH Index
10/17/2013 08:30,US,1105),,Housing Starts MOM%,Sep,--,--,--,--,17.5926,NHCHSTCH Index
10/17/2013 08:30,US,1106),,Building Permits,Sep,--,--,--,--,61.5741,NHSPATOT Index
10/17/2013 08:30,US,1107),,Housing Starts,Sep,--,--,--,--,87.963,NHSPSTOT Index
10/17/2013 08:30,US,1108),,Initial Jobless Claims,12-Oct,--,--,--,--,99.0741,INJCJC Index
10/17/2013 08:30,US,1109),,Continuing Claims,5-Oct,--,--,--,--,69.3519,INJCSP Index
10/17/2013 09:15,US,1110),,Industrial Production,Sep,--,--,--,--,86.1111,IP CHNG Index
10/17/2013 09:15,US,1111),,Capacity Utilization,Sep,--,--,--,--,60.2778,CPTICHNG Index
10/17/2013 09:15,US,1112),,Manufacturing (SIC) Production,Sep,--,--,--,--,1.85185,IPMGCHNG Index
10/17/2013 09:45,US,1113),,Bloomberg Economic Expectations,Oct,--,--,--,--,22.2222,COMFBTWR Index
10/17/2013 09:45,US,1114),,Bloomberg Consumer Comfort,13-Oct,--,--,--,--,61.1111,COMFCOMF Index
10/17/2013 10:00,US,1115),,Philadelphia Fed.,Oct,--,--,--,--,75,OUTFGAF Index
10/18/2013 10:00,US,1116),,Leading Indicators,Sep,--,--,--,--,84.2593,LEI CHNG Index
10/21/2013 08:30,US,1117),,Chicago Fed Nat Activity Index,Sep,--,--,--,--,60.1852,CFNAI Index
10/21/2013 10:00,US,1118),,Existing Home Sales,Sep,--,--,--,--,87.037,ETSLTOTL Index
10/21/2013 10:00,US,1119),,Existing Home Sales MoM,Sep,--,--,--,--,50,ETSLMOM Index
10/22/2013 10:00,US,1120),,Richmond Fed Manufact. Index,Oct,--,--,--,--,67.5926,RCHSINDX Index
10/23/2013 07:00,US,1121),,MBA Mortgage Applications,18-Oct,--,--,--,--,93.75,MBAVCHNG Index
10/23/2013 09:00,US,1122),,House Price Index MoM,Aug,--,--,--,--,65.7407,HPIMMOM% Index
10/24/2013 08:30,US,1123),,Initial Jobless Claims,19-Oct,--,--,--,--,99.0741,INJCJC Index
10/24/2013 08:30,US,1124),,Continuing Claims,12-Oct,--,--,--,--,69.3519,INJCSP Index
10/24/2013 08:58,US,1125),,Markit US PMI Preliminary,Oct,--,--,--,--,2.77778,ECONMUS Index
10/24/2013 09:45,US,1126),,Bloomberg Consumer Comfort,20-Oct,--,--,--,--,61.1111,COMFCOMF Index
10/24/2013 10:00,US,1127),,New Home Sales MoM,Sep,--,--,--,--,47.2222,NHSLCHNG Index
10/24/2013 10:00,US,1128),,New Home Sales,Sep,--,--,--,--,89.8148,NHSLTOT Index
10/24/2013 11:00,US,1129),,Kansas City Fed Manf. Activity,Oct,--,--,--,--,7.40741,KCLSSACI Index
10/25/2013 08:30,US,1130),,Durable Goods Orders,Sep,--,--,--,--,90.7407,DGNOCHNG Index
10/25/2013 08:30,US,1131),,Durables Ex Transportation,Sep,--,--,--,--,72.5926,DGNOXTCH Index
10/25/2013 08:30,US,1132),,Cap Goods Orders Nondef Ex Air,Sep,--,--,--,--,52.7778,CGNOXAI% Index
10/25/2013 08:30,US,1133),,Cap Goods Ship Nondef Ex Air,Sep,--,--,--,--,49.0741,CGSHXAI% Index
10/25/2013 09:55,US,1134),,U. of Michigan Confidence,Oct,--,--,--,--,92.5926,CONSSENT Index
10/28/2013 10:00,US,1135),,Pending Home Sales MoM,Sep,--,--,--,--,73.1481,USPHTMOM Index
10/28/2013 10:00,US,1136),,Pending Home Sales YoY,Sep,--,--,--,--,20.3704,USPHTYOY Index
10/28/2013 10:30,US,1137),,Dallas Fed Manf. Activity,Oct,--,--,--,--,62.037,DFEDGBA Index
10/29/2013 09:00,US,1138),,S&P/CS 20 City MoM% SA,Aug,--,--,--,--,16.6667,SPCS20SM Index
10/29/2013 09:00,US,1139),,S&P/CS Composite-20 YoY,Aug,--,--,--,--,45.3704,SPCS20Y% Index
10/29/2013 09:00,US,1140),,S&P/CaseShiller Home Price Ind,Aug,--,--,--,--,53.7037,SPCS20 Index
10/29/2013 10:00,US,1141),,Consumer Confidence,Oct,--,--,--,--,95.3704,CONCCONF Index
10/30/2013 07:00,US,1142),,MBA Mortgage Applications,25-Oct,--,--,--,--,93.75,MBAVCHNG Index
10/30/2013 08:15,US,1143),,ADP Employment Change,Oct,--,--,--,--,76.8519,ADP CHNG Index
10/30/2013 08:30,US,1144),,GDP QoQ (Annualized),3Q A,--,--,--,--,96.2963,GDP CQOQ Index
10/30/2013 08:30,US,1145),,GDP Price Index,3Q A,--,--,--,--,77.037,GDP PIQQ Index
10/30/2013 08:30,US,1146),,Core PCE QoQ,3Q A,--,--,--,--,67.4074,GDPCPCEC Index
10/30/2013 08:30,US,1147),,Personal Consumption,3Q A,--,--,--,--,67.4074,GDPCTOT% Index
10/30/2013 14:15,US,1148),,FOMC Rate Decision,30-Oct,--,--,--,--,97.2222,FDTR Index
10/31/2013 07:30,US,1149),,Challenger Job Cuts YoY,Oct,--,--,--,--,29.6296,CHALYOY% Index
10/31/2013 08:30,US,1150),,Employment Cost Index,3Q,--,--,--,--,71.2963,ECI SA% Index
10/31/2013 08:30,US,1151),,Personal Income,Sep,--,--,--,--,83.3333,PITLCHNG Index
10/31/2013 08:30,US,1152),,Personal Spending,Sep,--,--,--,--,83.3333,PCE CRCH Index
10/31/2013 08:30,US,1153),,PCE Deflator (MoM),Sep,--,--,--,--,3.7037,PCE DEFM Index
10/31/2013 08:30,US,1154),,PCE Deflator (YoY),Sep,--,--,--,--,32.4074,PCE DEFY Index
10/31/2013 08:30,US,1155),,PCE Core (MoM),Sep,--,--,--,--,58.3333,PCE CMOM Index
10/31/2013 08:30,US,1156),,PCE Core (YoY),Sep,--,--,--,--,34.2593,PCE CYOY Index
10/31/2013 08:30,US,1157),,Initial Jobless Claims,26-Oct,--,--,--,--,99.0741,INJCJC Index
10/31/2013 08:30,US,1158),,Continuing Claims,19-Oct,--,--,--,--,69.3519,INJCSP Index
10/31/2013 09:00,US,1159),,NAPM-Milwaukee,Oct,--,--,--,--,25.9259,MAPMINDX Index
10/31/2013 09:45,US,1160),,Chicago Purchasing Manager,Oct,--,--,--,--,77.7778,CHPMINDX Index
10/31/2013 09:45,US,1161),,Bloomberg Consumer Comfort,27-Oct,--,--,--,--,61.1111,COMFCOMF Index
11/01/2013 08:30,US,1162),,Change in Nonfarm Payrolls,Oct,--,--,--,--,98.1481,NFP TCH Index
11/01/2013 08:30,US,1163),,Change in Private Payrolls,Oct,--,--,--,--,18.5185,NFP PCH Index
11/01/2013 08:30,US,1164),,Change in Manufact. Payrolls,Oct,--,--,--,--,68.7037,USMMMNCH Index
11/01/2013 08:30,US,1165),,Unemployment Rate,Oct,--,--,--,--,88.3333,USURTOT Index
11/01/2013 08:30,US,1166),,Avg Hourly Earning MOM All Emp,Oct,--,--,--,--,14.8148,AHE MOM% Index
11/01/2013 08:30,US,1167),,Avg Hourly Earning YOY All Emp,Oct,--,--,--,--,13.8889,AHE YOY% Index
11/01/2013 08:30,US,1168),,Avg Weekly Hours All Employees,Oct,--,--,--,--,12.963,AWH TOTL Index
11/01/2013 08:30,US,1169),,Change in Household Employment,Oct,--,--,--,--,10.1852,USEMNCHG Index
11/01/2013 08:30,US,1170),,Underemployment Rate (U6),Oct,--,--,--,--,8.33333,USUDMAER Index
11/01/2013 08:58,US,1171),,Markit US PMI Final,Oct,--,--,--,--,0.925926,ECONMUSF Index
11/01/2013 10:00,US,1172),,Construction Spending MoM,Sep,--,--,--,--,78.7037,CNSTTMOM Index
11/01/2013 10:00,US,1173),,ISM Manufacturing,Oct,--,--,--,--,94.4444,NAPMPMI Index
11/01/2013 10:00,US,1174),,ISM Prices Paid,Oct,--,--,--,--,68.5185,NAPMPRIC Index
11/01/2013 17:00,US,1175),,Domestic Vehicle Sales,Oct,--,--,--,--,31.4815,SAARDTOT Index
11/01/2013 17:00,US,1176),,Total Vehicle Sales,Oct,--,--,--,--,38.8889,SAARTOTL Index
11/04/2013 09:45,US,1177),,ISM New York,Oct,--,--,--,--,6.48148,NYPMCURR Index
11/04/2013 10:00,US,1178),,Factory Orders,Sep,--,--,--,--,82.4074,TMNOCHNG Index
11/05/2013 08:30,US,1179),,Trade Balance,Sep,--,--,--,--,81.4815,USTBTOT Index
11/05/2013 10:00,US,1180),,ISM Non-Manf. Composite,Oct,--,--,--,--,70.3704,NAPMNMI Index
11/05/2013 10:00,US,1181),,IBD/TIPP Economic Optimism,Nov,--,--,--,--,4.62963,ECONUSIB Index
11/06/2013 07:00,US,1182),,MBA Mortgage Applications,1-Nov,--,--,--,--,93.75,MBAVCHNG Index
11/06/2013 08:30,US,1183),,Unit Labor Costs,3Q P,--,--,--,--,28.7037,COSTNFR% Index
11/06/2013 08:30,US,1184),,Nonfarm Productivity,3Q P,--,--,--,--,36.1111,PRODNFR% Index
11/07/2013 08:00,US,1185),,RBC Consumer Outlook Index,Nov,--,--,--,--,9.25926,ICSHNATL Index
11/07/2013 08:30,US,1186),,Initial Jobless Claims,2-Nov,--,--,--,--,99.0741,INJCJC Index
11/07/2013 08:30,US,1187),,Continuing Claims,26-Oct,--,--,--,--,69.3519,INJCSP Index
11/07/2013 09:45,US,1188),,Bloomberg Consumer Comfort,3-Nov,--,--,--,--,61.1111,COMFCOMF Index
11/07/2013 15:00,US,1189),,Consumer Credit,Sep,--,--,--,--,37.037,CICRTOT Index
11/08/2013 09:55,US,1190),,U. of Michigan Confidence,Nov,--,--,--,--,92.5926,CONSSENT Index
11/08/2013 10:00,US,1191),,Wholesale Inventories,Sep,--,--,--,--,79.6296,MWINCHNG Index
11/08/2013 10:00,US,1192),,JOLTs Job Openings,Sep,--,--,--,--,11.1111,JOLTTOTL Index
11-15 NOV,US,1193),,Mortgage Delinquencies,3Q,--,--,--,--,31.25,DLQTDLQT Index
11-15 NOV,US,1194),,MBA Mortgage Foreclosures,3Q,--,--,--,--,12.037,FORLTOTL Index
11/12/2013 07:30,US,1195),,NFIB Small Business Optimism,Oct,--,--,--,--,56.4815,SBOITOTL Index
11/13/2013 07:00,US,1196),,MBA Mortgage Applications,8-Nov,--,--,--,--,93.75,MBAVCHNG Index
11/13/2013 08:30,US,1197),,Import Price Index (MoM),Oct,--,--,--,--,75.9259,IMP1CHNG Index
11/13/2013 08:30,US,1198),,Import Price Index (YoY),Oct,--,--,--,--,27.7778,IMP1YOY% Index
11/13/2013 14:00,US,1199),,Monthly Budget Statement,Oct,--,--,--,--,74.0741,FDDSSD Index
11/14/2013 08:30,US,1200),,Advance Retail Sales,Oct,--,--,--,--,88.8889,RSTAMOM Index
11/14/2013 08:30,US,1201),,Retail Sales Less Autos,Oct,--,--,--,--,62.2222,RSTAXMOM Index
11/14/2013 08:30,US,1202),,Retail Sales Ex Auto & Gas,Oct,--,--,--,--,58.3333,RSTAXAG% Index
11/14/2013 08:30,US,1203),,"Retail Sales ""Control Group""",Oct,--,--,--,--,5.55556,RSTAXAGM Index
11/14/2013 08:30,US,1204),,Producer Price Index (MoM),Oct,--,--,--,--,85.1852,PPI CHNG Index
11/14/2013 08:30,US,1205),,PPI Ex Food & Energy (MoM),Oct,--,--,--,--,68.1481,PXFECHNG Index
11/14/2013 08:30,US,1206),,Producer Price Index (YoY),Oct,--,--,--,--,66.6667,PPI YOY Index
11/14/2013 08:30,US,1207),,PPI Ex Food & Energy (YoY),Oct,--,--,--,--,64.8148,PPI XYOY Index
11/14/2013 08:30,US,1208),,Initial Jobless Claims,9-Nov,--,--,--,--,99.0741,INJCJC Index
11/14/2013 08:30,US,1209),,Continuing Claims,2-Nov,--,--,--,--,69.3519,INJCSP Index
11/14/2013 09:45,US,1210),,Bloomberg Consumer Comfort,10-Nov,--,--,--,--,61.1111,COMFCOMF Index
11/14/2013 10:00,US,1211),,Business Inventories,Sep,--,--,--,--,35.1852,MTIBCHNG Index
11/15/2013 08:30,US,1212),,Consumer Price Index (MoM),Oct,--,--,--,--,93.5185,CPI CHNG Index
11/15/2013 08:30,US,1213),,CPI Ex Food & Energy (YoY),Oct,--,--,--,--,43.5185,CPI XYOY Index
11/15/2013 08:30,US,1214),,Consumer Price Index (YoY),Oct,--,--,--,--,55.5556,CPI YOY Index
11/15/2013 08:30,US,1215),,CPI Core Index SA,Oct,--,--,--,--,30.5556,CPUPAXFE Index
11/15/2013 08:30,US,1216),,CPI Ex Food & Energy (MoM),Oct,--,--,--,--,74.8148,CPUPXCHG Index
11/15/2013 08:30,US,1217),,Consumer Price Index NSA,Oct,--,--,--,--,26.8519,CPURNSA Index
11/15/2013 08:30,US,1218),,Empire Manufacturing,Nov,--,--,--,--,80.5556,EMPRGBCI Index
11/15/2013 09:15,US,1219),,Industrial Production,Oct,--,--,--,--,86.1111,IP CHNG Index
11/15/2013 09:15,US,1220),,Capacity Utilization,Oct,--,--,--,--,60.2778,CPTICHNG Index
11/15/2013 09:15,US,1221),,Manufacturing (SIC) Production,Oct,--,--,--,--,1.85185,IPMGCHNG Index
11/18/2013 09:00,US,1222),,Total Net TIC Flows,Sep,--,--,--,--,63.8889,FRNTTNET Index
11/18/2013 09:00,US,1223),,Net Long-term TIC Flows,Sep,--,--,--,--,72.2222,FRNTTOTL Index
11/18/2013 10:00,US,1224),,NAHB Housing Market Index,Nov,--,--,--,--,37.963,USHBMIDX Index
11/19/2013 08:30,US,1225),,Building Permits MOM%,Oct,--,--,--,--,15.7407,NHCHATCH Index
11/19/2013 08:30,US,1226),,Housing Starts MOM%,Oct,--,--,--,--,17.5926,NHCHSTCH Index
11/19/2013 08:30,US,1227),,Building Permits,Oct,--,--,--,--,61.5741,NHSPATOT Index
11/19/2013 08:30,US,1228),,Housing Starts,Oct,--,--,--,--,87.963,NHSPSTOT Index
11/20/2013 07:00,US,1229),,MBA Mortgage Applications,15-Nov,--,--,--,--,93.75,MBAVCHNG Index
11/20/2013 10:00,US,1230),,Existing Home Sales,Oct,--,--,--,--,87.037,ETSLTOTL Index
11/20/2013 10:00,US,1231),,Existing Home Sales MoM,Oct,--,--,--,--,50,ETSLMOM Index
11/21/2013 08:30,US,1232),,Initial Jobless Claims,16-Nov,--,--,--,--,99.0741,INJCJC Index
11/21/2013 08:30,US,1233),,Continuing Claims,9-Nov,--,--,--,--,69.3519,INJCSP Index
11/21/2013 08:58,US,1234),,Markit US PMI Preliminary,Nov,--,--,--,--,2.77778,ECONMUS Index
11/21/2013 09:45,US,1235),,Bloomberg Economic Expectations,Nov,--,--,--,--,22.2222,COMFBTWR Index
11/21/2013 09:45,US,1236),,Bloomberg Consumer Comfort,17-Nov,--,--,--,--,61.1111,COMFCOMF Index
11/21/2013 10:00,US,1237),,Philadelphia Fed.,Nov,--,--,--,--,75,OUTFGAF Index
11/21/2013 10:00,US,1238),,Leading Indicators,Oct,--,--,--,--,84.2593,LEI CHNG Index
11/22/2013 11:00,US,1239),,Kansas City Fed Manf. Activity,Nov,--,--,--,--,7.40741,KCLSSACI Index
11/25/2013 08:30,US,1240),,Chicago Fed Nat Activity Index,Oct,--,--,--,--,60.1852,CFNAI Index
11/25/2013 10:00,US,1241),,Pending Home Sales MoM,Oct,--,--,--,--,73.1481,USPHTMOM Index
11/25/2013 10:00,US,1242),,Pending Home Sales YoY,Oct,--,--,--,--,20.3704,USPHTYOY Index
11/25/2013 10:30,US,1243),,Dallas Fed Manf. Activity,Nov,--,--,--,--,62.037,DFEDGBA Index
11/26/2013 08:30,US,1244),,GDP QoQ (Annualized),3Q S,--,--,--,--,96.2963,GDP CQOQ Index
11/26/2013 08:30,US,1245),,GDP Price Index,3Q S,--,--,--,--,77.037,GDP PIQQ Index
11/26/2013 08:30,US,1246),,Core PCE QoQ,3Q S,--,--,--,--,67.4074,GDPCPCEC Index
11/26/2013 08:30,US,1247),,Personal Consumption,3Q S,--,--,--,--,67.4074,GDPCTOT% Index
11/26/2013 09:00,US,1248),,House Price Purchase Index QoQ,3Q,--,--,--,--,21.2963,HPI PURQ Index
11/26/2013 09:00,US,1249),,S&P/CS 20 City MoM% SA,Sep,--,--,--,--,16.6667,SPCS20SM Index
11/26/2013 09:00,US,1250),,S&P/CS Composite-20 YoY,Sep,--,--,--,--,45.3704,SPCS20Y% Index
11/26/2013 09:00,US,1251),,S&P/CaseShiller Home Price Ind,Sep,--,--,--,--,53.7037,SPCS20 Index
11/26/2013 09:00,US,1252),,S&P/Case-Shiller US HPI YOY%,3Q,--,--,--,--,24.0741,SPCSUSAY Index
11/26/2013 09:00,US,1253),,House Price Index MoM,Sep,--,--,--,--,65.7407,HPIMMOM% Index
11/26/2013 09:00,US,1254),,S&P/Case-Shiller US HPI,3Q,--,--,--,--,25,SPCSUSA Index
11/26/2013 10:00,US,1255),,Richmond Fed Manufact. Index,Nov,--,--,--,--,67.5926,RCHSINDX Index
11/26/2013 10:00,US,1256),,Consumer Confidence,Nov,--,--,--,--,95.3704,CONCCONF Index
11/27/2013 07:00,US,1257),,MBA Mortgage Applications,22-Nov,--,--,--,--,93.75,MBAVCHNG Index
11/27/2013 08:30,US,1258),,Personal Income,Oct,--,--,--,--,83.3333,PITLCHNG Index
11/27/2013 08:30,US,1259),,Personal Spending,Oct,--,--,--,--,83.3333,PCE CRCH Index
11/27/2013 08:30,US,1260),,PCE Deflator (MoM),Oct,--,--,--,--,3.7037,PCE DEFM Index
