Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
03/06/2013 14:00,US,248),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
03/07/2013 07:30,US,249),,Challenger Job Cuts YoY,Feb,--,--,--,--,29.6296,CHALYOY% Index
03/07/2013 08:00,US,250),,RBC Consumer Outlook Index,Mar,--,--,--,--,9.25926,ICSHNATL Index
03/07/2013 08:30,US,251),,Trade Balance,Jan,--,--,--,--,81.4815,USTBTOT Index
03/07/2013 08:30,US,252),,Unit Labor Costs,4Q F,--,--,-1.90%,--,28.7037,COSTNFR% Index
03/07/2013 08:30,US,253),,Nonfarm Productivity,4Q F,--,--,--,--,36.1111,PRODNFR% Index
03/07/2013 08:30,US,254),,Initial Jobless Claims,2-Mar,--,--,--,--,99.0741,INJCJC Index
03/07/2013 08:30,US,255),,Continuing Claims,23-Feb,--,--,--,--,69.3519,INJCSP Index
03/07/2013 09:45,US,256),,Bloomberg Consumer Comfort,3-Mar,--,--,--,--,61.1111,COMFCOMF Index
03/07/2013 15:00,US,257),,Consumer Credit,Jan,--,--,--,--,37.037,CICRTOT Index
03/08/2013 08:30,US,258),,Change in Nonfarm Payrolls,Feb,--,--,--,--,98.1481,NFP TCH Index
03/08/2013 08:30,US,259),,Change in Private Payrolls,Feb,--,--,--,--,18.5185,NFP PCH Index
03/08/2013 08:30,US,260),,Change in Manufact. Payrolls,Feb,--,--,--,--,68.7037,USMMMNCH Index
03/08/2013 08:30,US,261),,Unemployment Rate,Feb,--,--,--,--,88.3333,USURTOT Index
03/08/2013 08:30,US,262),,Avg Hourly Earning MOM All Emp,Feb,--,--,--,--,14.8148,AHE MOM% Index
03/08/2013 08:30,US,263),,Avg Hourly Earning YOY All Emp,Feb,--,--,--,--,13.8889,AHE YOY% Index
03/08/2013 08:30,US,264),,Avg Weekly Hours All Employees,Feb,--,--,--,--,12.963,AWH TOTL Index
03/08/2013 08:30,US,265),,Change in Household Employment,Feb,--,--,--,--,10.1852,USEMNCHG Index
03/08/2013 08:30,US,266),,Underemployment Rate (U6),Feb,--,--,--,--,8.33333,USUDMAER Index
03/08/2013 10:00,US,267),,Wholesale Inventories,Jan,--,--,--,--,79.6296,MWINCHNG Index
03/12/2013 07:30,US,268),,NFIB Small Business Optimism,Feb,--,--,--,--,56.4815,SBOITOTL Index
03/12/2013 10:00,US,269),,JOLTs Job Openings,Jan,--,--,--,--,11.1111,JOLTTOTL Index
03/12/2013 14:00,US,270),,Monthly Budget Statement,Feb,--,--,--,--,74.0741,FDDSSD Index
03/13/2013 07:00,US,271),,MBA Mortgage Applications,8-Mar,--,--,--,--,93.75,MBAVCHNG Index
03/13/2013 08:30,US,272),,Import Price Index (MoM),Feb,--,--,--,--,75.9259,IMP1CHNG Index
03/13/2013 08:30,US,273),,Import Price Index (YoY),Feb,--,--,--,--,27.7778,IMP1YOY% Index
03/13/2013 08:30,US,274),,Advance Retail Sales,Feb,--,--,--,--,88.8889,RSTAMOM Index
03/13/2013 08:30,US,275),,Retail Sales Less Autos,Feb,--,--,--,--,62.2222,RSTAXMOM Index
03/13/2013 08:30,US,276),,Retail Sales Ex Auto & Gas,Feb,--,--,--,--,58.3333,RSTAXAG% Index
03/13/2013 08:30,US,277),,"Retail Sales ""Control Group""",Feb,--,--,--,--,5.55556,RSTAXAGM Index
03/13/2013 10:00,US,278),,Business Inventories,Jan,--,--,--,--,35.1852,MTIBCHNG Index
03/14/2013 08:30,US,279),,Current Account Balance,4Q,--,--,-$107.5B,--,69.4444,USCABAL Index
03/14/2013 08:30,US,280),,Producer Price Index (MoM),Feb,--,--,--,--,85.1852,PPI CHNG Index
03/14/2013 08:30,US,281),,PPI Ex Food & Energy (MoM),Feb,--,--,--,--,68.1481,PXFECHNG Index
03/14/2013 08:30,US,282),,Producer Price Index (YoY),Feb,--,--,--,--,66.6667,PPI YOY Index
03/14/2013 08:30,US,283),,PPI Ex Food & Energy (YoY),Feb,--,--,--,--,64.8148,PPI XYOY Index
03/14/2013 08:30,US,284),,Initial Jobless Claims,9-Mar,--,--,--,--,99.0741,INJCJC Index
03/14/2013 08:30,US,285),,Continuing Claims,2-Mar,--,--,--,--,69.3519,INJCSP Index
03/14/2013 09:45,US,286),,Bloomberg Consumer Comfort,10-Mar,--,--,--,--,61.1111,COMFCOMF Index
03/15/2013 08:30,US,287),,Consumer Price Index (MoM),Feb,--,--,--,--,93.5185,CPI CHNG Index
03/15/2013 08:30,US,288),,CPI Ex Food & Energy (YoY),Feb,--,--,--,--,43.5185,CPI XYOY Index
03/15/2013 08:30,US,289),,Consumer Price Index (YoY),Feb,--,--,--,--,55.5556,CPI YOY Index
03/15/2013 08:30,US,290),,CPI Core Index SA,Feb,--,--,--,--,30.5556,CPUPAXFE Index
03/15/2013 08:30,US,291),,CPI Ex Food & Energy (MoM),Feb,--,--,--,--,74.8148,CPUPXCHG Index
03/15/2013 08:30,US,292),,Consumer Price Index NSA,Feb,--,--,--,--,26.8519,CPURNSA Index
03/15/2013 08:30,US,293),,Empire Manufacturing,Mar,--,--,--,--,80.5556,EMPRGBCI Index
03/15/2013 09:00,US,294),,Total Net TIC Flows,Jan,--,--,--,--,63.8889,FRNTTNET Index
03/15/2013 09:00,US,295),,Net Long-term TIC Flows,Jan,--,--,--,--,72.2222,FRNTTOTL Index
03/15/2013 09:15,US,296),,Industrial Production,Feb,--,--,--,--,86.1111,IP CHNG Index
03/15/2013 09:15,US,297),,Capacity Utilization,Feb,--,--,--,--,60.2778,CPTICHNG Index
03/15/2013 09:15,US,298),,Manufacturing (SIC) Production,Feb,--,--,--,--,1.85185,IPMGCHNG Index
03/15/2013 09:55,US,299),,U. of Michigan Confidence,Mar,--,--,--,--,92.5926,CONSSENT Index
03/18/2013 10:00,US,300),,NAHB Housing Market Index,Mar,--,--,--,--,37.963,USHBMIDX Index
03/19/2013 08:30,US,301),,Building Permits MOM%,Feb,--,--,--,--,15.7407,NHCHATCH Index
03/19/2013 08:30,US,302),,Housing Starts MOM%,Feb,--,--,--,--,17.5926,NHCHSTCH Index
03/19/2013 08:30,US,303),,Building Permits,Feb,--,--,--,--,61.5741,NHSPATOT Index
03/19/2013 08:30,US,304),,Housing Starts,Feb,--,--,--,--,87.963,NHSPSTOT Index
03/20/2013 07:00,US,305),,MBA Mortgage Applications,15-Mar,--,--,--,--,93.75,MBAVCHNG Index
03/20/2013 12:30,US,306),,FOMC Rate Decision,20-Mar,--,--,--,--,97.2222,FDTR Index
03/21/2013 08:30,US,307),,Initial Jobless Claims,16-Mar,--,--,--,--,99.0741,INJCJC Index
03/21/2013 08:30,US,308),,Continuing Claims,9-Mar,--,--,--,--,69.3519,INJCSP Index
03/21/2013 08:58,US,309),,Markit US PMI Preliminary,Mar,--,--,--,--,2.77778,ECONMUS Index
03/21/2013 09:00,US,310),,House Price Index MoM,Jan,--,--,--,--,65.7407,HPIMMOM% Index
03/21/2013 09:45,US,311),,Bloomberg Economic Expectations,Mar,--,--,--,--,22.2222,COMFBTWR Index
03/21/2013 09:45,US,312),,Bloomberg Consumer Comfort,17-Mar,--,--,--,--,61.1111,COMFCOMF Index
03/21/2013 10:00,US,313),,Philadelphia Fed.,Mar,--,--,--,--,75,OUTFGAF Index
03/21/2013 10:00,US,314),,Existing Home Sales,Feb,--,--,--,--,87.037,ETSLTOTL Index
03/21/2013 10:00,US,315),,Existing Home Sales MoM,Feb,--,--,--,--,50,ETSLMOM Index
03/21/2013 10:00,US,316),,Leading Indicators,Feb,--,--,--,--,84.2593,LEI CHNG Index
03/25/2013 08:30,US,317),,Chicago Fed Nat Activity Index,Feb,--,--,--,--,60.1852,CFNAI Index
03/25/2013 10:30,US,318),,Dallas Fed Manf. Activity,Mar,--,--,--,--,62.037,DFEDGBA Index
03/26/2013 08:30,US,319),,Durable Goods Orders,Feb,--,--,--,--,90.7407,DGNOCHNG Index
03/26/2013 08:30,US,320),,Durables Ex Transportation,Feb,--,--,--,--,72.5926,DGNOXTCH Index
03/26/2013 08:30,US,321),,Cap Goods Orders Nondef Ex Air,Feb,--,--,--,--,52.7778,CGNOXAI% Index
03/26/2013 08:30,US,322),,Cap Goods Ship Nondef Ex Air,Feb,--,--,--,--,49.0741,CGSHXAI% Index
03/26/2013 09:00,US,323),,S&P/CS 20 City MoM% SA,Jan,--,--,--,--,16.6667,SPCS20SM Index
03/26/2013 09:00,US,324),,S&P/CS Composite-20 YoY,Jan,--,--,--,--,45.3704,SPCS20Y% Index
03/26/2013 09:00,US,325),,S&P/CaseShiller Home Price Ind,Jan,--,--,--,--,53.7037,SPCS20 Index
03/26/2013 10:00,US,326),,New Home Sales MoM,Feb,--,--,--,--,47.2222,NHSLCHNG Index
03/26/2013 10:00,US,327),,New Home Sales,Feb,--,--,--,--,89.8148,NHSLTOT Index
03/26/2013 10:00,US,328),,Richmond Fed Manufact. Index,Mar,--,--,--,--,67.5926,RCHSINDX Index
03/26/2013 10:00,US,329),,Consumer Confidence,Mar,--,--,--,--,95.3704,CONCCONF Index
03/27/2013 07:00,US,330),,MBA Mortgage Applications,22-Mar,--,--,--,--,93.75,MBAVCHNG Index
03/27/2013 10:00,US,331),,Pending Home Sales MoM,Feb,--,--,--,--,73.1481,USPHTMOM Index
03/27/2013 10:00,US,332),,Pending Home Sales YoY,Feb,--,--,--,--,20.3704,USPHTYOY Index
03/28/2013 08:30,US,333),,GDP QoQ (Annualized),4Q T,--,--,--,--,96.2963,GDP CQOQ Index
03/28/2013 08:30,US,334),,GDP Price Index,4Q T,--,--,--,--,77.037,GDP PIQQ Index
03/28/2013 08:30,US,335),,Core PCE QoQ,4Q T,--,--,--,--,67.4074,GDPCPCEC Index
03/28/2013 08:30,US,336),,Personal Consumption,4Q T,--,--,--,--,67.4074,GDPCTOT% Index
03/28/2013 08:30,US,337),,Initial Jobless Claims,23-Mar,--,--,--,--,99.0741,INJCJC Index
03/28/2013 08:30,US,338),,Continuing Claims,16-Mar,--,--,--,--,69.3519,INJCSP Index
03/28/2013 09:00,US,339),,NAPM-Milwaukee,Mar,--,--,--,--,25.9259,MAPMINDX Index
03/28/2013 09:45,US,340),,Chicago Purchasing Manager,Mar,--,--,--,--,77.7778,CHPMINDX Index
03/28/2013 09:45,US,341),,Bloomberg Consumer Comfort,24-Mar,--,--,--,--,61.1111,COMFCOMF Index
03/28/2013 11:00,US,342),,Kansas City Fed Manf. Activity,Mar,--,--,--,--,7.40741,KCLSSACI Index
03/29/2013 08:30,US,343),,Personal Income,Feb,--,--,--,--,83.3333,PITLCHNG Index
03/29/2013 08:30,US,344),,Personal Spending,Feb,--,--,--,--,83.3333,PCE CRCH Index
03/29/2013 08:30,US,345),,PCE Deflator (MoM),Feb,--,--,--,--,3.7037,PCE DEFM Index
03/29/2013 08:30,US,346),,PCE Deflator (YoY),Feb,--,--,--,--,32.4074,PCE DEFY Index
03/29/2013 08:30,US,347),,PCE Core (MoM),Feb,--,--,--,--,58.3333,PCE CMOM Index
03/29/2013 08:30,US,348),,PCE Core (YoY),Feb,--,--,--,--,34.2593,PCE CYOY Index
03/29/2013 09:55,US,349),,U. of Michigan Confidence,Mar,--,--,--,--,92.5926,CONSSENT Index
04/01/2013 08:58,US,350),,Markit US PMI Final,Mar,--,--,--,--,0.925926,ECONMUSF Index
04/01/2013 10:00,US,351),,Construction Spending MoM,Feb,--,--,-0.30%,--,78.7037,CNSTTMOM Index
04/01/2013 10:00,US,352),,ISM Manufacturing,Mar,--,--,--,--,94.4444,NAPMPMI Index
04/01/2013 10:00,US,353),,ISM Prices Paid,Mar,--,--,--,--,68.5185,NAPMPRIC Index
04/02/2013 09:45,US,354),,ISM New York,Mar,--,--,--,--,6.48148,NYPMCURR Index
04/02/2013 10:00,US,355),,Factory Orders,Feb,--,--,--,--,82.4074,TMNOCHNG Index
04/02/2013 10:00,US,356),,IBD/TIPP Economic Optimism,Apr,--,--,--,--,4.62963,ECONUSIB Index
04/02/2013 17:00,US,357),,Domestic Vehicle Sales,Mar,--,--,--,--,31.4815,SAARDTOT Index
04/02/2013 17:00,US,358),,Total Vehicle Sales,Mar,--,--,--,--,38.8889,SAARTOTL Index
04/03/2013 07:00,US,359),,MBA Mortgage Applications,29-Mar,--,--,--,--,93.75,MBAVCHNG Index
04/03/2013 08:15,US,360),,ADP Employment Change,Mar,--,--,--,--,76.8519,ADP CHNG Index
04/03/2013 10:00,US,361),,ISM Non-Manf. Composite,Mar,--,--,--,--,70.3704,NAPMNMI Index
04/04/2013 07:30,US,362),,Challenger Job Cuts YoY,Mar,--,--,--,--,29.6296,CHALYOY% Index
04/04/2013 08:00,US,363),,RBC Consumer Outlook Index,Apr,--,--,--,--,9.25926,ICSHNATL Index
04/04/2013 08:30,US,364),,Initial Jobless Claims,30-Mar,--,--,--,--,99.0741,INJCJC Index
04/04/2013 08:30,US,365),,Continuing Claims,23-Mar,--,--,--,--,69.3519,INJCSP Index
04/04/2013 09:45,US,366),,Bloomberg Consumer Comfort,31-Mar,--,--,--,--,61.1111,COMFCOMF Index
04/05/2013 08:30,US,367),,Trade Balance,Feb,--,--,--,--,81.4815,USTBTOT Index
04/05/2013 08:30,US,368),,Change in Nonfarm Payrolls,Mar,--,--,--,--,98.1481,NFP TCH Index
04/05/2013 08:30,US,369),,Change in Private Payrolls,Mar,--,--,--,--,18.5185,NFP PCH Index
04/05/2013 08:30,US,370),,Change in Manufact. Payrolls,Mar,--,--,--,--,68.7037,USMMMNCH Index
04/05/2013 08:30,US,371),,Unemployment Rate,Mar,--,--,--,--,88.3333,USURTOT Index
04/05/2013 08:30,US,372),,Avg Hourly Earning MOM All Emp,Mar,--,--,--,--,14.8148,AHE MOM% Index
04/05/2013 08:30,US,373),,Avg Hourly Earning YOY All Emp,Mar,--,--,--,--,13.8889,AHE YOY% Index
04/05/2013 08:30,US,374),,Avg Weekly Hours All Employees,Mar,--,--,--,--,12.963,AWH TOTL Index
04/05/2013 08:30,US,375),,Change in Household Employment,Mar,--,--,--,--,10.1852,USEMNCHG Index
04/05/2013 08:30,US,376),,Underemployment Rate (U6),Mar,--,--,--,--,8.33333,USUDMAER Index
04/05/2013 15:00,US,377),,Consumer Credit,Feb,--,--,--,--,37.037,CICRTOT Index
04/09/2013 07:30,US,378),,NFIB Small Business Optimism,Mar,--,--,--,--,56.4815,SBOITOTL Index
04/09/2013 10:00,US,379),,Wholesale Inventories,Feb,--,--,--,--,79.6296,MWINCHNG Index
04/09/2013 10:00,US,380),,JOLTs Job Openings,Feb,--,--,--,--,11.1111,JOLTTOTL Index
04/10/2013 07:00,US,381),,MBA Mortgage Applications,5-Apr,--,--,--,--,93.75,MBAVCHNG Index
04/10/2013 14:00,US,382),,Monthly Budget Statement,Mar,--,--,--,--,74.0741,FDDSSD Index
04/11/2013 08:30,US,383),,Import Price Index (MoM),Mar,--,--,--,--,75.9259,IMP1CHNG Index
04/11/2013 08:30,US,384),,Import Price Index (YoY),Mar,--,--,--,--,27.7778,IMP1YOY% Index
04/11/2013 08:30,US,385),,Initial Jobless Claims,6-Apr,--,--,--,--,99.0741,INJCJC Index
04/11/2013 08:30,US,386),,Continuing Claims,30-Mar,--,--,--,--,69.3519,INJCSP Index
04/11/2013 09:45,US,387),,Bloomberg Consumer Comfort,7-Apr,--,--,--,--,61.1111,COMFCOMF Index
04/12/2013 08:30,US,388),,Advance Retail Sales,Mar,--,--,--,--,88.8889,RSTAMOM Index
04/12/2013 08:30,US,389),,Retail Sales Less Autos,Mar,--,--,--,--,62.2222,RSTAXMOM Index
04/12/2013 08:30,US,390),,Retail Sales Ex Auto & Gas,Mar,--,--,--,--,58.3333,RSTAXAG% Index
04/12/2013 08:30,US,391),,"Retail Sales ""Control Group""",Mar,--,--,--,--,5.55556,RSTAXAGM Index
04/12/2013 08:30,US,392),,Producer Price Index (MoM),Mar,--,--,--,--,85.1852,PPI CHNG Index
04/12/2013 08:30,US,393),,PPI Ex Food & Energy (MoM),Mar,--,--,--,--,68.1481,PXFECHNG Index
04/12/2013 08:30,US,394),,Producer Price Index (YoY),Mar,--,--,--,--,66.6667,PPI YOY Index
04/12/2013 08:30,US,395),,PPI Ex Food & Energy (YoY),Mar,--,--,--,--,64.8148,PPI XYOY Index
04/12/2013 09:55,US,396),,U. of Michigan Confidence,Apr,--,--,--,--,92.5926,CONSSENT Index
04/12/2013 10:00,US,397),,Business Inventories,Feb,--,--,--,--,35.1852,MTIBCHNG Index
04/15/2013 08:30,US,398),,Empire Manufacturing,Apr,--,--,--,--,80.5556,EMPRGBCI Index
04/15/2013 09:00,US,399),,Total Net TIC Flows,Feb,--,--,--,--,63.8889,FRNTTNET Index
04/15/2013 09:00,US,400),,Net Long-term TIC Flows,Feb,--,--,--,--,72.2222,FRNTTOTL Index
04/15/2013 10:00,US,401),,NAHB Housing Market Index,Apr,--,--,--,--,37.963,USHBMIDX Index
04/16/2013 08:30,US,402),,Consumer Price Index (MoM),Mar,--,--,--,--,93.5185,CPI CHNG Index
04/16/2013 08:30,US,403),,CPI Ex Food & Energy (YoY),Mar,--,--,--,--,43.5185,CPI XYOY Index
04/16/2013 08:30,US,404),,Consumer Price Index (YoY),Mar,--,--,--,--,55.5556,CPI YOY Index
04/16/2013 08:30,US,405),,CPI Core Index SA,Mar,--,--,--,--,30.5556,CPUPAXFE Index
04/16/2013 08:30,US,406),,CPI Ex Food & Energy (MoM),Mar,--,--,--,--,74.8148,CPUPXCHG Index
04/16/2013 08:30,US,407),,Consumer Price Index NSA,Mar,--,--,--,--,26.8519,CPURNSA Index
04/16/2013 08:30,US,408),,Building Permits MOM%,Mar,--,--,--,--,15.7407,NHCHATCH Index
04/16/2013 08:30,US,409),,Housing Starts MOM%,Mar,--,--,--,--,17.5926,NHCHSTCH Index
04/16/2013 08:30,US,410),,Building Permits,Mar,--,--,--,--,61.5741,NHSPATOT Index
04/16/2013 08:30,US,411),,Housing Starts,Mar,--,--,--,--,87.963,NHSPSTOT Index
04/16/2013 09:15,US,412),,Industrial Production,Mar,--,--,--,--,86.1111,IP CHNG Index
04/16/2013 09:15,US,413),,Capacity Utilization,Mar,--,--,--,--,60.2778,CPTICHNG Index
04/16/2013 09:15,US,414),,Manufacturing (SIC) Production,Mar,--,--,--,--,1.85185,IPMGCHNG Index
04/17/2013 07:00,US,415),,MBA Mortgage Applications,12-Apr,--,--,--,--,93.75,MBAVCHNG Index
04/17/2013 14:00,US,416),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
04/18/2013 08:30,US,417),,Initial Jobless Claims,13-Apr,--,--,--,--,99.0741,INJCJC Index
04/18/2013 08:30,US,418),,Continuing Claims,6-Apr,--,--,--,--,69.3519,INJCSP Index
04/18/2013 09:45,US,419),,Bloomberg Economic Expectations,Apr,--,--,--,--,22.2222,COMFBTWR Index
04/18/2013 09:45,US,420),,Bloomberg Consumer Comfort,14-Apr,--,--,--,--,61.1111,COMFCOMF Index
04/18/2013 10:00,US,421),,Philadelphia Fed.,Apr,--,--,--,--,75,OUTFGAF Index
04/18/2013 10:00,US,422),,Leading Indicators,Mar,--,--,--,--,84.2593,LEI CHNG Index
04/22/2013 08:30,US,423),,Chicago Fed Nat Activity Index,Mar,--,--,--,--,60.1852,CFNAI Index
04/22/2013 10:00,US,424),,Existing Home Sales,Mar,--,--,--,--,87.037,ETSLTOTL Index
04/22/2013 10:00,US,425),,Existing Home Sales MoM,Mar,--,--,--,--,50,ETSLMOM Index
04/23/2013 08:58,US,426),,Markit US PMI Preliminary,Apr,--,--,--,--,2.77778,ECONMUS Index
04/23/2013 09:00,US,427),,House Price Index MoM,Feb,--,--,--,--,65.7407,HPIMMOM% Index
04/23/2013 10:00,US,428),,New Home Sales MoM,Mar,--,--,--,--,47.2222,NHSLCHNG Index
04/23/2013 10:00,US,429),,New Home Sales,Mar,--,--,--,--,89.8148,NHSLTOT Index
04/23/2013 10:00,US,430),,Richmond Fed Manufact. Index,Apr,--,--,--,--,67.5926,RCHSINDX Index
04/23/2013 13:10,US,430),,OBAMA_Tweet,Apr,--,--,--,--,67.5926,RCHSINDX Index
04/24/2013 07:00,US,431),,MBA Mortgage Applications,19-Apr,--,--,--,--,93.75,MBAVCHNG Index
04/24/2013 08:30,US,432),,Durable Goods Orders,Mar,--,--,--,--,90.7407,DGNOCHNG Index
04/24/2013 08:30,US,433),,Durables Ex Transportation,Mar,--,--,--,--,72.5926,DGNOXTCH Index
04/24/2013 08:30,US,434),,Cap Goods Orders Nondef Ex Air,Mar,--,--,--,--,52.7778,CGNOXAI% Index
04/24/2013 08:30,US,435),,Cap Goods Ship Nondef Ex Air,Mar,--,--,--,--,49.0741,CGSHXAI% Index
04/25/2013 08:30,US,436),,Initial Jobless Claims,20-Apr,--,--,--,--,99.0741,INJCJC Index
04/25/2013 08:30,US,437),,Continuing Claims,13-Apr,--,--,--,--,69.3519,INJCSP Index
04/25/2013 09:45,US,438),,Bloomberg Consumer Comfort,21-Apr,--,--,--,--,61.1111,COMFCOMF Index
04/25/2013 11:00,US,439),,Kansas City Fed Manf. Activity,Apr,--,--,--,--,7.40741,KCLSSACI Index
04/26/2013 08:30,US,440),,GDP QoQ (Annualized),1Q A,--,--,--,--,96.2963,GDP CQOQ Index
04/26/2013 08:30,US,441),,GDP Price Index,1Q A,--,--,--,--,77.037,GDP PIQQ Index
04/26/2013 08:30,US,442),,Core PCE QoQ,1Q A,--,--,--,--,67.4074,GDPCPCEC Index
04/26/2013 08:30,US,443),,Personal Consumption,1Q A,--,--,--,--,67.4074,GDPCTOT% Index
04/26/2013 09:55,US,444),,U. of Michigan Confidence,Apr,--,--,--,--,92.5926,CONSSENT Index
04/29/2013 08:30,US,445),,Personal Income,Mar,--,--,--,--,83.3333,PITLCHNG Index
04/29/2013 08:30,US,446),,Personal Spending,Mar,--,--,--,--,83.3333,PCE CRCH Index
04/29/2013 08:30,US,447),,PCE Deflator (MoM),Mar,--,--,--,--,3.7037,PCE DEFM Index
04/29/2013 08:30,US,448),,PCE Deflator (YoY),Mar,--,--,--,--,32.4074,PCE DEFY Index
04/29/2013 08:30,US,449),,PCE Core (MoM),Mar,--,--,--,--,58.3333,PCE CMOM Index
04/29/2013 08:30,US,450),,PCE Core (YoY),Mar,--,--,--,--,34.2593,PCE CYOY Index
04/29/2013 10:00,US,451),,Pending Home Sales MoM,Mar,--,--,--,--,73.1481,USPHTMOM Index
04/29/2013 10:00,US,452),,Pending Home Sales YoY,Mar,--,--,--,--,20.3704,USPHTYOY Index
04/29/2013 10:30,US,453),,Dallas Fed Manf. Activity,Apr,--,--,--,--,62.037,DFEDGBA Index
04/30/2013 08:30,US,454),,Employment Cost Index,1Q,--,--,--,--,71.2963,ECI SA% Index
04/30/2013 09:00,US,455),,NAPM-Milwaukee,Apr,--,--,--,--,25.9259,MAPMINDX Index
04/30/2013 09:00,US,456),,S&P/CS 20 City MoM% SA,Feb,--,--,--,--,16.6667,SPCS20SM Index
04/30/2013 09:00,US,457),,S&P/CS Composite-20 YoY,Feb,--,--,--,--,45.3704,SPCS20Y% Index
04/30/2013 09:00,US,458),,S&P/CaseShiller Home Price Ind,Feb,--,--,--,--,53.7037,SPCS20 Index
04/30/2013 09:45,US,459),,Chicago Purchasing Manager,Apr,--,--,--,--,77.7778,CHPMINDX Index
04/30/2013 10:00,US,460),,Consumer Confidence,Apr,--,--,--,--,95.3704,CONCCONF Index
05/01/2013 07:00,US,461),,MBA Mortgage Applications,26-Apr,--,--,--,--,93.75,MBAVCHNG Index
05/01/2013 08:15,US,462),,ADP Employment Change,Apr,--,--,--,--,76.8519,ADP CHNG Index
05/01/2013 08:58,US,463),,Markit US PMI Final,Apr,--,--,--,--,0.925926,ECONMUSF Index
05/01/2013 10:00,US,464),,Construction Spending MoM,Mar,--,--,--,--,78.7037,CNSTTMOM Index
05/01/2013 10:00,US,465),,ISM Manufacturing,Apr,--,--,--,--,94.4444,NAPMPMI Index
05/01/2013 10:00,US,466),,ISM Prices Paid,Apr,--,--,--,--,68.5185,NAPMPRIC Index
05/01/2013 14:15,US,467),,FOMC Rate Decision,1-May,--,--,--,--,97.2222,FDTR Index
05/01/2013 17:00,US,468),,Domestic Vehicle Sales,Apr,--,--,--,--,31.4815,SAARDTOT Index
05/01/2013 17:00,US,469),,Total Vehicle Sales,Apr,--,--,--,--,38.8889,SAARTOTL Index
05/02/2013 07:30,US,470),,Challenger Job Cuts YoY,Apr,--,--,--,--,29.6296,CHALYOY% Index
05/02/2013 08:00,US,471),,RBC Consumer Outlook Index,May,--,--,--,--,9.25926,ICSHNATL Index
05/02/2013 08:30,US,472),,Trade Balance,Mar,--,--,--,--,81.4815,USTBTOT Index
05/02/2013 08:30,US,473),,Unit Labor Costs,1Q P,--,--,--,--,28.7037,COSTNFR% Index
05/02/2013 08:30,US,474),,Nonfarm Productivity,1Q P,--,--,--,--,36.1111,PRODNFR% Index
05/02/2013 08:30,US,475),,Initial Jobless Claims,27-Apr,--,--,--,--,99.0741,INJCJC Index
05/02/2013 08:30,US,476),,Continuing Claims,20-Apr,--,--,--,--,69.3519,INJCSP Index
05/02/2013 09:45,US,477),,Bloomberg Consumer Comfort,28-Apr,--,--,--,--,61.1111,COMFCOMF Index
05/02/2013 09:45,US,478),,ISM New York,Apr,--,--,--,--,6.48148,NYPMCURR Index
05/03/2013 08:30,US,479),,Change in Nonfarm Payrolls,Apr,--,--,--,--,98.1481,NFP TCH Index
05/03/2013 08:30,US,480),,Change in Private Payrolls,Apr,--,--,--,--,18.5185,NFP PCH Index
05/03/2013 08:30,US,481),,Change in Manufact. Payrolls,Apr,--,--,--,--,68.7037,USMMMNCH Index
05/03/2013 08:30,US,482),,Unemployment Rate,Apr,--,--,--,--,88.3333,USURTOT Index
05/03/2013 08:30,US,483),,Avg Hourly Earning MOM All Emp,Apr,--,--,--,--,14.8148,AHE MOM% Index
05/03/2013 08:30,US,484),,Avg Hourly Earning YOY All Emp,Apr,--,--,--,--,13.8889,AHE YOY% Index
05/03/2013 08:30,US,485),,Avg Weekly Hours All Employees,Apr,--,--,--,--,12.963,AWH TOTL Index
05/03/2013 08:30,US,486),,Change in Household Employment,Apr,--,--,--,--,10.1852,USEMNCHG Index
05/03/2013 08:30,US,487),,Underemployment Rate (U6),Apr,--,--,--,--,8.33333,USUDMAER Index
05/03/2013 10:00,US,488),,Factory Orders,Mar,--,--,--,--,82.4074,TMNOCHNG Index
05/03/2013 10:00,US,489),,ISM Non-Manf. Composite,Apr,--,--,--,--,70.3704,NAPMNMI Index
05/07/2013 10:00,US,490),,IBD/TIPP Economic Optimism,May,--,--,--,--,4.62963,ECONUSIB Index
05/07/2013 10:00,US,491),,JOLTs Job Openings,Mar,--,--,--,--,11.1111,JOLTTOTL Index
05/07/2013 15:00,US,492),,Consumer Credit,Mar,--,--,--,--,37.037,CICRTOT Index
05/08/2013 07:00,US,493),,MBA Mortgage Applications,3-May,--,--,--,--,93.75,MBAVCHNG Index
05/09/2013 08:30,US,494),,Initial Jobless Claims,4-May,--,--,--,--,99.0741,INJCJC Index
05/09/2013 08:30,US,495),,Continuing Claims,27-Apr,--,--,--,--,69.3519,INJCSP Index
05/09/2013 09:45,US,496),,Bloomberg Consumer Comfort,5-May,--,--,--,--,61.1111,COMFCOMF Index
05/09/2013 10:00,US,497),,Wholesale Inventories,Mar,--,--,--,--,79.6296,MWINCHNG Index
05/10/2013 14:00,US,498),,Monthly Budget Statement,Apr,--,--,--,--,74.0741,FDDSSD Index
05/13/2013 08:30,US,499),,Advance Retail Sales,Apr,--,--,--,--,88.8889,RSTAMOM Index
05/13/2013 08:30,US,500),,Retail Sales Less Autos,Apr,--,--,--,--,62.2222,RSTAXMOM Index
