Trade Date,Market,Trade No,Trade Time,Instrument,Symbol,Expiry Date,Strike Price,OptionType,Quantity,Price,Trade Value,B/S,Order No,Branch No,User Id,Client Type,Client A/C,TM Code,CP Code,Remarks,Status,CTCL Id
25AUG2020,N,        52001389,11:50:48,FUTSTK,LICHSGFIN,24SEP2020,,,      2000, 293.95,      587900.00,B,1300000032850068,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93389266,11:50:45,FUTSTK,TATAMOTORS,24SEP2020,,,      5700, 123.55,      704235.00,B,1500000025619549,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        52001177,11:50:38,OPTSTK,IGL,27AUG2020,410.00,PE,      1375,   3.60,        4950.00,B,1300000033513394,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93389125,11:50:38,OPTSTK,PEL,27AUG2020,1460.00,CE,       550,  14.10,        7755.00,B,1500000025600074,1,36474,PRO,90044,90044,90044,,P,560049001013000
25AUG2020,N,        45335968,11:50:37,OPTSTK,BAJAJFINSV,27AUG2020,6300.00,PE,       125,  21.25,        2656.25,B,1200000027672135,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93388947,11:50:32,FUTSTK,ONGC,27AUG2020,,,      7700,  82.45,      634865.00,S,1500000025723815,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93388941,11:50:32,OPTSTK,ONGC,27AUG2020,82.50,CE,      7700,   1.20,        9240.00,S,1500000025713075,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93388930,11:50:31,FUTSTK,ONGC,24SEP2020,,,      7700,  82.65,      636405.00,B,1500000023624711,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        93388778,11:50:26,OPTSTK,ONGC,27AUG2020,87.50,CE,      7700,   0.15,        1155.00,B,1500000025712853,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93388777,11:50:26,OPTSTK,ONGC,27AUG2020,82.50,CE,      7700,   1.05,        8085.00,B,1500000025629580,1,36474,PRO,90044,90044,90044,,P,560049001013000
25AUG2020,N,        93388772,11:50:26,OPTSTK,ONGC,27AUG2020,80.00,PE,      7700,   0.40,        3080.00,S,1500000017508103,1,36474,PRO,90044,90044,90044,,P,560049001013000
25AUG2020,N,        45335671,11:50:26,OPTSTK,BAJFINANCE,27AUG2020,3500.00,PE,       250,  24.00,        6000.00,B,1200000027707415,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        45335623,11:50:25,OPTSTK,BAJFINANCE,27AUG2020,3600.00,CE,       250,  41.65,       10412.50,S,1200000027706692,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93388622,11:50:20,OPTSTK,TCS,27AUG2020,2280.00,CE,       300,  11.75,        3525.00,B,1500000025698340,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        45335527,11:50:20,FUTSTK,CANBK,24SEP2020,,,      5000, 107.50,      537500.00,B,1200000006273610,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93388560,11:50:17,FUTSTK,SRTRANSFIN,27AUG2020,,,       667, 703.00,      468901.00,S,1500000025688881,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93388542,11:50:16,FUTSTK,TCS,27AUG2020,,,       300,2249.30,      674790.00,B,1500000025687841,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        93388472,11:50:14,FUTSTK,SRTRANSFIN,24SEP2020,,,       667, 705.10,      470301.70,B,1500000025685429,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        93388448,11:50:13,FUTSTK,PVR,24SEP2020,,,       407,1298.85,      528631.95,S,1500000025391234,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        93388441,11:50:12,FUTSTK,TCS,24SEP2020,,,       300,2257.25,      677175.00,S,1500000025594450,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        45335358,11:50:12,FUTSTK,BHARTIARTL,27AUG2020,,,      1851, 532.80,      986212.80,S,1200000027659544,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        52000601,11:50:11,FUTSTK,ITC,24SEP2020,,,      3200, 196.05,      627360.00,B,1300000033208986,1,36298,PRO,90044,90044,90044,,P,560049001008000
25AUG2020,N,        45335189,11:50:11,OPTSTK,AMBUJACEM,27AUG2020,215.00,PE,      3000,   0.45,        1350.00,B,1200000022131866,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        45335169,11:50:10,OPTSTK,BHARTIARTL,27AUG2020,510.00,PE,      1851,   1.25,        2313.75,S,1200000027632136,1,34459,PRO,90044,90044,90044,,P,560049001004000
